,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
REPUBLIQUE ALGERIENNE DEMOCRATIQUE ET POPULAIRE  ,,,,,,,,,,,,,,,,,,,,
MINISTERE DE LA SANTE DE LA POPULATION ET DE LA REFORME HOSPITALIERE,,,,,,,,,,,,,,,,,,,,
DIRECTION GENERALE DE LA PHARMACIE ET DES EQUIPEMENTS DE SANTE,,,,,,,,,,,,,,,,,,,,
DIRECTION DES PRODUITS PHARMACEUTIQUES - SOUS DIRECTION DE L'ENREGISTREMENT,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
NOMENCLATURE NATIONALE DES PRODUITS PHARMACEUTIQUES A USAGE DE LA MEDECINE HUMAINE AU 31 DECEMBRE 2019  ( 3412 DE),,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
N°,N°ENREGISTREMENT,CODE,DENOMINATION COMMUNE INTERNATIONALE,NOM DE MARQUE,FORME,DOSAGE,COND,LISTE,P1,P2,OBS,LABORATOIRES DETENTEUR DE LA DECISION D'ENREGISTREMENT,PAYS DU LABORATOIRE DETENTEUR DE LA DECISION D'ENREGISTREMENT,DATE D'ENREGISTREMENT INITIAL ,DATE D'ENREGISTREMENT  FINAL ,TYPE,STATUT,DUREE DE STABILITE,,
449,088/ 20 E 043 /98,20 E 043,BALSAMIQUES POUR INHALATION,RHUM 'NET,MECHE IMPREGNEE DANS 1ML DE SOLUTION,,INHALATEUR AVEC MECHE IMPREGNEE DANS 1ML DE SOLUTION,,HOP,OFF,,PHARMAGHREB,ALGERIE,3/23/1998,3/23/1998,Gé,F,,,
450,088/ 20 E 076 /99,20 E 076,BALSAMIQUES POUR INHALATION,VAPORHUM,BAUME,,POT/40G,,HOP,OFF,,PHARMAGHREB,ALGERIE,7/13/1999,7/13/1999,Gé,F,,,
451,256/ 20 A 080 /04/14,20 A 080,BAMBUTEROL CHLORHYDRATE ,OXEOL,COMPRIME SECABLE ,10MG,B/30,Liste I,HOP,OFF,,ASTRA ZENECA,FRANCE,2/16/2004,5/4/2014,Ré,I,36 MOIS,,
452,068/ 27 A 012 /16,27 A 012,Basiliximab,SIMULECT ,"POUDRE ET SOLVANT POUR SOLUTION INJECTABLE OU POUR PERF, IV",20MG /FLACON  ,B/01 FLACON DE POUDRE + 01 FLACON DE SOLVANT 5ML,Liste I,HOP,,,NOVARTIS PHARMA SCHWEIZ AG,SUISSE,2/22/2016,2/22/2016,Ré,I,36MOIS,,
453,092/ 20 A 003 /99,20 A 003,BECLOMETASONE,BECLOJET,SUSP.INHAL.BUCCALE,250µG/BOUFFEE,FL/200DOSES,Liste I,HOP,OFF,,CHIESI S.A.,FRANCE,2/17/1999,2/17/1999,Gé,I,,,
454,182/ 20 A 003 /99,20 A 003,BECLOMETASONE,BECLATE 250,SUSP.INHAL.,250µG/BOUFFEE,FL/200DOSES,Liste I,HOP,OFF,,CIPLA LIMITED ,INDE,11/27/1999,11/27/1999,Gé,I,,,
455,182/ 20 A 072 /99,20 A 072,BECLOMETASONE,BECLATE - NASAL,AERO.NAS.,50µG/BOUFFEE,FL./120DOSES,Liste I,HOP,OFF,,CIPLA LIMITED ,INDE,1/12/1999,1/12/1999,Gé,I,,,
456,262/ 20 A 004 /98/16,20 A 004,BECLOMETASONE,BECONASE,SUSP.NAS.,50µG/ Dose,FL/100DOSES,Liste I,HOP,OFF,,GLAXOSMITHKLINE,FRANCE,10/28/1998,1/29/2017,Ré,I,24 MOIS,,
457,092/ 20 A 003 /98,20 A 003,BECLOMETASONE DIPROPIONATE,CLENIL 250,AEROSOL,250µG/BOUFFEE,FL/200DOSES,Liste I,HOP,OFF,,CHIESI S.P.A.,ITALIE,3/31/1998,3/31/1998,Gé,I,,,
458,092/ 22 E 030 /08,22 E 030 ,BECLOMETASONE DIPROPIONATE,RINOCLENIL 100,SUSP. EN SPRAY NASALE,100µG/DOSE,FL./200DOSES,Liste I,HOP,OFF,,CHIESI FARMACEUTICI SPA,ITALIE,3/30/2008,3/30/2008,Gé,I,,,
459,235/ 22 E 030 /18,22 E 030 ,BECLOMETASONE DIPROPIONATE,NASABEC,SUSP EN PUL NASALE,100µG/DOSE,FL./200DOSES,Liste I,HOP,OFF,,BIOGALENIC,ALGERIE,7/7/2018,7/7/2018,Gé,F,24 MOIS,,
460,235/ 20 A 004 /14,20 A 004,BECLOMETASONE DIPROPIONATE MONOHYDRATE EXPRIME EN BECLOMETASONE DIPROPIONATE,NASABEC,SUSP. P. PULVERIS. NASALE,50µG/DOSE,B/01 FL. PULVERIS. DE 100 DOSES,Liste I,HOP,OFF,,BIO-GALENIC,ALGERIE,12/30/2014,12/30/2014,Gé,F,24 MOIS,,
461,092/ 20 F 244 /14,20 F 244,BECLOMETASONE DIPROPIONATE/ FORMOTEROL FUMARATE DIHYDRATE,FOSTER,SOL P/ INHALATION, 100µG/6µG ,FL/120 DOSES,Liste I,HOP,OFF,,CHIESI FARMACEUTICI SPA,ITALIE,3/19/2014,3/19/2014,Gé,I,20 MOIS,,
462,374/ 05 G 173 /14,05 G 173,BENDAMUSTINE CHLORHYDRATE,RIBOMUSTIN,PDRE. P. SOL. A DILIER P. PERF. IV.,"2,5MG/ML (APRES RECONSTITUTION)",B/05 FL. DE 25MG -B/01 FL. DE 100MG - B/05 FL. DE 100MG,Liste I,HOP,,,ASTELLAS PHARMA GMBH,ALLEMAGNE,11/30/2014,11/30/2014,Ré,I,36 MOIS,,
463,534/ 05 G 173 /17,05 G 173,BENDAMUSTINE CHLORHYDRATE,BENDAMUSTINE HYDROCHLORIDE ACCORD,PDRE. P. SOL. A DILIER P. PERF. IV.,"2,5MG/ML (APRES RECONSTITUTION)",B/05 FL. DE 25MG -B/01 FL. DE 100MG - B/05 FL. DE 100MG,Liste I,HOP,,,ACCORD HEALTHCARE LIMITED,UK,11/26/2017,11/26/2017,Gé,I,36 MOIS,,
464,524 / 05 G 221/ 19,05 G 221,Bendamustine chlorhydrate monohydrate experime en Bendamustine chlorhydrate ,BENTERO 100,LYOPHILISAT POUR SOLUTION A DILUER POUR PERFUSION IV,100 MG/FL,B/1 FL DE LYOPHILISAT DE 20 ML ( 5MG/ML APRES RECONSTITUTION),LISTE I,HOP,,,HETERO LABS LIMITED,INDE,6/26/2019,6/26/2019,Gé,I,36 MOIS,,
465,296/ 23 B 038 /08/19,23 B 038,BENZALKONIUM CHLORURE/LIDOCAINE CHLORHYDRATE,HUMEX MAL DE GORGE LIDOCAINE,COLLUTOIRE ,"0,030G/0,300G/100ML",B/1FL. PRESSURISE DE 35ML,,HOP,OFF,,URGO HEALTHCARE ,FRANCE,12/21/2008,5/13/2019,Ré,I,36 mois ,,
466,003/ 13 G 060 /05/16,13 G 060 ,BENZATHINE BENZYLPENICILLINE,RETARCILINE,PRDE. SOL. INJ.,600 000UI/FL. DE PDRE.,B/01+01  ET B/50FL.,Liste I,HOP,OFF,,EPE GROUPE INDUSTRIEL SAIDAL/SPA,ALGERIE,10/23/2005,5/8/2016,Gé,F,36MOIS ,,
467,003/ 13 G 061 /05/16,13 G 061 ,BENZATHINE BENZYLPENICILLINE,RETARCILINE,PRDE. SOL. INJ.,1 200 000UI/FL. DE PDRE.,B/01+01  ET B/50FL.,Liste I,HOP,OFF,,EPE GROUPE INDUSTRIEL SAIDAL/SPA,ALGERIE,10/23/2005,5/8/2016,Gé,F,36MOIS ,,
468,318/ 07 R 179 /14,07 R 179,BENZOATE DE BENZYLE,ASCALOL,SOL. APPLI. LOCALE,25G/100G ,FL/125ML,,HOP,OFF,,PHARMIDAL NS SARL,ALGERIE,6/1/2014,6/1/2014,Gé,F,24 MOIS,,
469,314/ 07 R 179 /19,07 R 179,BENZOATE DE BENZYLE,ASCABINE FORTE ,SOL. APPLI. CUTANEE,25G/100G ,FL/125ML,,HOP,OFF,,RIADH PHARMA EURL ,ALGERIE,4/16/2019,4/16/2019,Gé,F,24 MOIS,,
470,269/ 20 C 036 /98/07,20 C 036,BENZOATE DE SODIUM / TEINTURE DE GRINDELIA / SIROP DE POLYGALA,NEO-CODION NOURRISSONS,SIROP ,"74,1MG/30,8MG/32,964MG/CUILLERE A CAFE",FL/125 ML,,HOP,OFF,,BOUCHARA-RECORDATI,FRANCE,8/18/1998,7/22/2007,Ré,F,,,
471,003/ 13 G 063 /98/19,13 G 063,BENZYLPENICILLINE SODIQUE,GECTAPEN,PDRE. ET SOLV. P. SOL. INJ. IM/IV  ET  PDRE. P. SOL.INJ. IM/IV    ,1 000 000UI/FL. DE PDRE.,B/01FL. DE PDRE. + 01AMP. DE 5ML DE SOLV. (EPPI)  ET B/50FL. DE PDRE.,Liste I,HOP,,B/50FL. DE PDRE. RESERVEE AUX HOPITAUX,EPE GROUPE INDUSTRIELSAIDAL SPA,ALGERIE,11/8/1998,,Gé,F,36MOIS,,
472,269/ 09 E 112 /99/15,09 E 112,BENZYLTHIOURACILE,BASDENE,COMPRIME,25MG,B/50,Liste I,HOP,OFF,,BOUCHARA-RECORDATI,FRANCE,12/28/1999,7/30/2015,Ré,I,60 MOIS,,
473,498/20 G 248/17,20 G 248,BERACTANT,SURVANTA,SUSPENSION INTRATRACHEALE,25 MG/ML,B/1 FL DE 4ML (100 MG DE PHOSPHOLIPIDES/4ML) ET B/1FL DE 8ML (200 MG DE PHOSPHOLIPIDES/8 ML),LISTE I,HOP,,,ABBVIE CORPORATION ,CANADA,7/20/2017,7/20/2017,Ré,I,18 MOIS,,
474,077/ 18 C 007 /07/16,18 C 007 ,BETAHISTINE,MEVERC,COMPRIME,8MG,B/20,Liste I,HOP,OFF,,LABORATOIRE ALGERIEN DU MEDICAMENT (LAM),ALGERIE,12/4/2007,4/27/2016,Gé,F,36 MOIS,,
475,450/ 18 C 024 /06/19,18 C 024,BETAHISTINE,BETASERC,COMPRIME,24MG,B/60,Liste I,HOP,OFF,,MYLAN MEDICAL SAS,FRANCE,7/31/2006,,Ré,F,36 MOIS,,
476,149/ 18 C 024 /15,18 C 024,BETAHISTINE (SOUS FORME DE DICHLORHYDRATE,VERTIGO,COMPRIME,24 MG,B/60 ET B/30,Liste I,HOP,OFF,,NOVAPHARM TRADING,ALGERIE,10/26/2015,10/26/2015,Gé,F,36 MOIS,,
477,263/ 18 C 024 /18,18 C 024,BETAHISTINE (SOUS FORME DE DICHLORHYDRATE,VERSEC,COMPRIME,24 MG,B/60,Liste I,HOP,OFF,,NIOPHARM SPA ,ALGERIE,4/22/2018,4/22/2018,Gé,F,24 MOIS,,
478,077/ 18 C 025 /16,18 C 025,BETAHISTINE (SOUS FORME DE DICHLORHYDRATE)**,MEVERC,COMPRIME,16MG,B/20,Liste I,HOP,OFF,,LABORATOIRE ALGERIEN DU MEDICAMENT SARL (LAM),ALGERIE,4/17/2016,4/12/2016,Gé,F,24MOIS,,
479,269/ 18 C 025 /08,18 C 025,BETAHISTINE (SOUS FORME DE DICHLORHYDRATE)**,LECTIL,COMP. SEC. ADULTE,16MG,B/45,Liste I,HOP,OFF,,BOUCHARA-RECORDATI,FRANCE,1/6/2009,1/6/2009,Ré,I,,,
480,450/18 C 007/97/19,18 C 007,BETAHISTINE DICHLORHDRATE,SERC,COMP,8MG,B/100,LISTE I,HOP,OFF,,MYLANMEDICAL SAS,France,6/22/1997,7/24/2019,Ré,F,36MOIS,,
481,097/18 C 024/17,18 C 024,BETAHISTINE DICHLORHYDRATE,BETAHIST,COMPRIME,24MG,B/60,Liste I,HOP,OFF,,SANAMED SARL,ALGERIE,5/28/2017,5/28/2017,Gé,F,24 MOIS,,
482,352/18 C 024/19,18 C 024,BETAHISTINE DICHLORHYDRATE,ANATAX,COMP,24MG,B/60,LISTE I,HOP,OFF,,EL KENDI INDUSTRIE DU MEDICAMENT,ALGERIE,12/30/2019,12/30/2019,Gé,F,24MOIS,,
483,352/18 C 025/19,18 C 025,BETAHISTINE DICHLORHYDRATE,ANATAX,COMP SEC,16MG,B/20,LISTE I,HOP,OFF,,EL KENDI INDUSTRIE DU MEDICAMENT,ALGERIE,12/30/2019,12/30/2019,Gé,F,24MOIS,,
484,352/18 C 007/19,18 C 007,BETAHISTINE DICHLORHYDRATE,ANATAX,COMP,8MG,B/20,LISTE I,HOP,OFF,,EL KENDI INDUSTRIE DU MEDICAMENT,ALGERIE,12/30/2019,12/30/2019,Gé,F,24MOIS,,
485,109/ 07 H 038 /99/17,07 H 038,BETAMETHASONE,BETADERME,CREME DERM.,0.1%,T/20G,Liste I,HOP,OFF,,EIPICO,EGYPTE,4/21/1999,2/27/2017,Gé,I,,,
486,235/09 H 020/16,09 H 020,BETAMETHASONE,BETABIO,SOL.BUV. GTTES,"0,5MG/ML (0,05%)",B/ FL 30ML+PIPETTE GRADUEE,Liste I,HOP,OFF,,BIOGALENIC,ALGERIE,11/15/2016,11/15/2016,Gé,F,24MOIS,,
487,235/9 H 133/16,09 H 133,BETAMETHASONE,BETABIO,COMP. DISPERS. SEC.,2MG,PILULIER DE 20,Liste I,HOP,OFF,,BIOGALENIC,ALGERIE,11/15/2016,11/15/2016,Gé,F,24MOIS,,
488,263/ 09 H 020 /14,09 H 020,BETAMETHASONE,CELETASONE,SOL.BUV. GTTES,"0,5MG/ML (0,05%)",B/01 FL 30ML+01 SERINGUE DOSEUSE GRADUEE,LISTE I,HOP,OFF,,BIOPHARM ALGERIE,ALGERIE,2/16/2014,2/16/2014,Gé,F,,,
489,263/ 09 H 133 /12,09 H 133,BETAMETHASONE,CELETASONE,COMP. DISPERS.,2MG,B/20,Liste I,HOP,OFF,,BIOPHARM,ALGERIE,1/18/2012,1/18/2012,Gé,F,,,
490,317/09 H 020/17,09 H 020,BETAMETHASONE,BETASTENE,SOL. BUV. GTTES.,"0,5MG/ML (0,05%)",B/1FL DE 30ML +SERINGUE GRADUEE,Liste I,HOP,OFF,,INPHA MEDIS SPA,ALGERIE,1/17/2017,1/17/2017,Gé,F,24 MOIS,,
491,318/09 H 020/16,09 H 020,BETAMETHASONE,B-CORTOSONE,SOL.BUV. GTTES,"0,5MG/ML (0,05%)",B/30ML,Liste I,HOP,OFF,,PHARMIDAL ,ALGERIE,12/4/2016,12/4/2016,Gé,F,24MOIS ,,
492,455/ 07 H 040 /99/12,07 H 040,BETAMETHASONE,BETSOL,LOTION DERM.,0.05%,B/1FL. DE 15ML,Liste I,HOP,OFF,,GENCOPHARM,ALGERIE,11/16/1999,8/13/2012,Gé,F,,,
493,455/ 09 H 020 /99/16,09 H 020,BETAMETHASONE,BETACROVIS,SOL.BUV. GTTES,"0,5MG/ML (0,05%)",FL/40ML,Liste I,HOP,OFF,,GENCOPHARM,ALGERIE,11/9/1999,3/13/2016,Gé,F,24MOIS,,
494,457/ 09 H 020 /13,09 H 020,BETAMETHASONE,LESTONE,SOL. BUV. GTTES.,"0,5MG/ML (0,05%)",B/1FL. COMPTE-GTTES. DE 30ML,Liste I,HOP,OFF,,SOMEDIAL SPA ,ALGERIE,1/13/2013,1/13/2013,Gé,F,,,
495,462/ 09 H 020 /16,09 H 020,BETAMETHASONE,BETAMETHASONE PHYSIOPHARM,SOL. BUV. GTTES.,"0,5MG/ML (0,05%)",B/1FL DE 30ML+ PIPETTE GRADUEE EN ML  (2ml),Liste I,HOP,OFF,,SARL PHYSIOPHARM,ALGERIE,3/13/2016,3/13/2016,Gé,F,24MOIS ,,
496,503/ 09 H 020 /15,09 H 020,BETAMETHASONE,BETASTENE,SOL. BUV. GTTES.,"0,5MG/ML (0,05%)",B/1FL. COMPTE-GTTES. DE 30ML,Liste I,HOP,OFF,,SPA/ AFRO PHARM,ALGERIE,12/2/2015,12/2/2015,Gé,F,24 MOIS,,
497,024/ 09 H 133 /04/15,09 H 133,BETAMETHASONE ,CELESTENE,COMP. DISPERS. SEC.,2MG,B/20,Liste I,HOP,OFF,,MSD FRANCE ,FRANCE,5/15/2004,12/13/2015,Ré,I,24 MOIS,,
498,027/ 09 H 018 /97/15,09 H 018,BETAMETHASONE (ACETATE) / BETAMETHASONE  (PHOSPHATE DISODIQUE),CELESTENE CHRONODOSE,SUSP.INJ.,"2,7MG/3MG/AMP.",B/1AMP. +1SERINGUE + 2AIGUILLES,Liste I,HOP,OFF,,MSD FRANCE,FRANCE,3/5/1997,11/8/2015,Ré,I,18 MOIS ,,
499,380/ 09 H 018 /14,09 H 018,BETAMETHASONE ACETATE EXPRIME EN BETAMETHASONE / BETAMETHASONE PHOSPHATE DISODIQUE EXPRIME EN BETAMETHASONE,HELESTENE CHRONODOSE,SUSP. INJ IM/LOCALE,"2,7MG/3MG/ML",B/01 AMP.,Liste I,HOP,OFF,,HUP.P.PHARMA SARL,ALGERIE,11/30/2014,11/30/2014,Gé,F,18 MOIS,,
500,149/ 07 H 038 /16,07 H 038,BETAMETHASONE DIPROPIONATE,BETAMETHASONE NOVAGENERICS,CREME,0.05%,T/15G,Liste I,HOP,OFF,,SARL NOVAPHARM TRADING,ALGERIE,2/22/2016,2/22/2016,Gé,F,24MOIS ,,
501,024/ 07 H 040 /98/13,07 H 040,BETAMETHASONE DIPROPIONATE EXPRIME EN  BETAMETHASONE,DIPROSONE,LOTION,0.05%,B/1FL. DE 15G,Liste I,HOP,OFF,,MSD FRANCE,FRANCE,3/23/1997,8/25/2013,Ré,I,,,
502,027/ 09 H 017 /97/16,09 H 017,BETAMETHASONE DIPROPIONATE EXPRIME EN BETAMETASONE / BETAMETHASONE PHOSPHATE EXPRIME EN BETAMETHASONE,DIPROSTENE,SUSP.INJ.,5MG/2MG/SERINGUE,1SERINGUE  PRE REMPLE  + 2 AIGUILLES,Liste I,HOP,OFF,,SCHERING PLOUGH,FRANCE,4/29/1997,1/31/2018,Ré,I,,,
503,380/ 09 H 017 /15,09 H 017,BETAMETHASONE DIPROPIONATE EXPRIME EN BETAMETASONE / BETAMETHASONE PHOSPHATE EXPRIME EN BETAMETHASONE,HUPPROSTENE,SUSP. INJ.,5MG/2MG/1ML,B/01 AMP DE 1ML,Liste I,HOP,OFF,,HUP.P.PHARMA SARL,ALGERIE,1/12/2015,1/12/2015,Gé,F,24 MOIS,,
504,003/ 07 H 039 /99/16,07 H 039,BETAMETHASONE DIPROPIONATE EXPRIME EN BETAMETHASONE,BETASONE,PDE.DERM.,0.05%,T/15G,Liste I,HOP,OFF,,EPE GROUPE INDUSTRIEL SAIDAL/SPA,ALGERIE,1/12/1999,12/28/2016,Gé,F,36 MOIS,,
505,003/07 H 165/99/16,07 H 165,BETAMETHASONE DIPROPIONATE EXPRIME EN BETAMETHASONE,BETASONE,PDE.DERM.,0.1%,T/15G,Liste I,HOP,OFF,,SAIDAL,ALGERIE,1/12/1999,11/9/2016,Gé,F,36 MOIS,,
506,149/ 07 H 039 /13,07 H 039,BETAMETHASONE DIPROPIONATE EXPRIME EN BETAMETHASONE,BETAMETHASONE NOVAGENERICS,PDE. DERM.,0.05%,T/15G,Liste I,HOP,OFF,,NOVAPHARM TRADING,ALGERIE,3/5/2013,3/5/2013,Gé,F,,,
507,263/ 07 H 038 /12,07 H 038,BETAMETHASONE DIPROPIONATE EXPRIME EN BETAMETHASONE,CELETASONE,CREME DERM.,0.05%,T/15G,Liste I,HOP,OFF,,BIOPHARM SPA,ALGERIE,11/27/2012,11/27/2012,Gé,F,,,
508,003/ 07 H 041 /09/18,07 H 041,BETAMETHASONE DIPROPIONATE EXPRIME EN BETAMETHASONE / ACIDE SALICYLIQUE,BETACYL,PDE. DERM.,"0,05G%/3G%",T/15G,Liste I,HOP,OFF,,EPE GROUPE INDUSTRIEL SAIDAL/SPA,ALGERIE,3/7/2009,3/19/2018,Gé,F,,,
509,149/ 07 H 041 /13,07 H 041,BETAMETHASONE DIPROPIONATE EXPRIME EN BETAMETHASONE / ACIDE SALICYLIQUE,BETAMETHASONE-ACIDE SALICYLIQUE NOVAGENERICS,PDE. DERM.,"0,05G/3G/100G",T/15G,Liste I,HOP,OFF,,NOVAPHARM TRADING SARL,ALGERIE,3/10/2013,3/10/2013,Gé,F,,,
510,149/ 07 H 165 /13,07 H 165,BETAMETHASONE DIPROPIONATE EXPRIME EN BETHAMETHASONE,BETAMETHASONE NOVAGENERICS,PDE. DERM.,0.1%,T/15G,Liste I,HOP,OFF,,NOVAPHARM TRADING SARL,ALGERIE,3/26/2013,3/26/2013,Gé,F,,,
511,235/ 07 H 040 /13/19,07 H 040,BETAMETHASONE DIPROPIONATE EXPRIME EN BETHAMETHASONE,DERMASONE,LOTION DERM.,0.05%,FL./15G,Liste I,HOP,OFF,,BIO-GALENIC,ALGERIE,11/3/2013,1/23/2019,Gé,F,24 MOIS,,
512,272/ 17 G 143 /06,17 G 143,BETAMETHASONE SODIUM PHOSPHATE,OPHTAMESONE,COLLY. - SOL AURIC. -  SOL. NAS.,1MG/ML ,FL/10ML,Liste II,HOP,OFF,,JORAS PHARMACEUTICAL S.P.A.,ALGERIE,7/26/2006,7/26/2006,Gé,F,,,
513,272/ 17 D 144 /06,17 D 144,BETAMETHASONE SODIUM PHOSPHATE / NEOMYCINE SULFATE,OPHTAMESONE N,"COLLY. , SOL AURIC. ,SOL. NAS.",1MG/5MG/ML,FL/10ML,Liste I,HOP,OFF,,JORAS PHARMACEUTICAL S.P.A.,ALGERIE,7/26/2006,7/26/2006,Gé,F,,,
514,185/ 17 C 006 /17,17 C 006,BETAXOLOL CHLORHYDRATE EXPRIME EN BETAXOLOL,BERTOCIL,COLLYRE ,"( 5MG/ML) 0,5%",FL/5ML,Liste I,HOP,OFF,,GROUPEMENT PHARMACEUTIQUE ALGERIEN (GPA) ,ALGERIE,12/4/2017,12/4/2017,Gé,I,30 MOIS,,
515,157/ 09 A 137 /14,09 A 137,BICALUTAMIDE,BICALUTAMIDE CINFA,COMPRIME PELLICULE ,50MG,B/30,Liste I,HOP,OFF,,CINFA S.A.,ESPAGNE,9/1/2014,9/1/2014,Gé,I,24 MOIS,,
516,352/ 09 A 137 /19,09 A 137,BICALUTAMIDE,CLAMUDEX,COMPRIME PELLICULE ,50MG,B/30,Liste I,HOP,OFF,,EL KENDI INDUSTRIE DU MEDICAMENT,ALGERIE,5/29/2019,5/29/2019,Gé,F,24 MOIS,,
517,256/ 09 A 137 /05/16,09 A 137,BICALUTAMIDE,CASODEX,COMP. ENRO.,50MG,B/30 ,Liste I,HOP,OFF,,ASTRA ZENECA,FRANCE,11/6/2005,3/12/2017,Ré,I,60 MOIS,,
518,323/ 09 A 137 /16,09 A 137,BICALUTAMIDE,BICADEX,COMPRIME PELLICULE ,50MG,B/28,Liste I,HOP,OFF,,SARL CONTINENTA L PHARM,ALGERIE,1/24/2016,1/24/2016,Gé,C,36MOIS,,
519,269/ 23 B 020 /99/16,23 B 020,Biclotymol ,HEXASPRAY,COLLUTOIRE ,"750MG/30G (0,75G/30G)",FL. PRESSURISE DE 30G,,HOP,OFF,,BOUCHARA-RECORDATI,FRANCE,5/9/1999,3/5/2017,Ré,I,60 MOIS,,
520,269/ 22 F 024 /99/16,22 E 024,BICLOTYMOL/LYSOZYME/ENOXOLONE,HEXALYSE,COMPRIME A SUCER,5MG/5MG/5MG,B/30,,HOP,OFF,,BOUCHARA-RECORDATI,FRANCE,5/9/1999,2/16/2016,Ré,I,24MOIS,,
521,001/ 01 A 049 /12 /17,01 A 049,Bilastine,BILAXTEN,COMPRIME SECABLE ,20MG,B/10 ET B/20,Liste II,HOP,OFF,,HIKMA PHARMA ALGERIA SARL,ALGERIE,3/20/2012,9/26/2017,Ré,F,36 MOIS ,,
522,304/10 L 162/08/16,10 L 162 ,BISACODYL,GYLAXA,COMP. GASTRO. RESIST.,5MG,B/20,,HOP,OFF,,GEOPHARM,ALGERIE,2/20/2008,9/27/2016,Gé,C,24MOIS,,
523,035/ 06 F 162 /13,06 F 162,BISOPROLOL FUMARATE,PRODOL,COMP. PELLI. SEC.,10MG ,B/30,Liste I,HOP,OFF,,PHARMALLIANCE EURL,ALGERIE,5/12/2013,5/12/2013,Gé,F,36 MOIS,,
524,035/ 06 F 267 /13,06 F 267,BISOPROLOL FUMARATE,PRODOL,COMP. PELLI. SEC.,5MG,B/30,Liste I,HOP,OFF,,PHARMALLIANCE EURL,ALGERIE,9/15/2013,9/15/2013,Gé,F,36 MOIS,,
525,055/ 06 F 162 /18,06 F 162,BISOPROLOL FUMARATE,PROMIVOL,COMP.PELLI SEC.,10MG,B/30,Liste I,HOP,OFF,,DAR AL DAWA DEVELOPMENT & INVESTMENT Co Ltd ,JORDANIE,5/31/2018,5/31/2018,Gé,F,24 MOIS,,
526,097/ 06 F 162 /09/15,06 F 162,BISOPROLOL FUMARATE,DIPROLOL,COMP PELL SEC ,10MG,B/30,Liste I,HOP,OFF,,SARL SANAMED,ALGERIE,2/10/2009,12/3/2015,Gé,F,24 MOIS,,
527,097/ 06 F 267 /15,06 F 267,BISOPROLOL FUMARATE,DIPROLOL,COMP. PELLI. SEC.,5MG,B/30,Liste I,HOP,OFF,,SARL SANAMED,ALGERIE,12/2/2015,12/2/2015,Gé,F,24 MOIS ,,
528,263/ 06 F 162 /15,06 F 162,BISOPROLOL FUMARATE,CIRBESA,COMPRIME,10MG,B/30,Liste I,HOP,OFF,,BIOPHARM SPA,ALGERIE,2/10/2015,10/6/2016,Gé,F,24 MOIS,,
529,263/ 06 F 267 /18,06 F 267,BISOPROLOL FUMARATE,CIRBESA,COMP.PELL.SEC,5MG,B/30,Liste I,HOP,OFF,,BIOPHARM / SPA,ALGERIE,5/30/2018,5/30/2018,Gé,F,24 MOIS,,
530,268/ 06 F 162 /12,06 F 162,BISOPROLOL FUMARATE,BYZOLEX,COMPRIME SECABLE ,10MG ,B/30,Liste I,HOP,OFF,,MERINAL,ALGERIE,4/23/2012,4/23/2012,Gé,F,,,
531,352/ 06 F 267 /12/17,06 F 267,BISOPROLOL FUMARATE,BIPROTENS,COMP.PELL.SEC,5MG,B/30,Liste I,HOP,OFF,,EL KENDI INDUSTRIE DU MEDICAMENT,ALGERIE,1/30/2012,10/10/2017,Gé,F,48MOIS ,,
532,426/ 06 F 162 /13,06 F 162 ,BISOPROLOL FUMARATE,DETENPRESS,COMP. PELLI. SEC.,10MG ,B/30,Liste I,HOP,OFF,,ABDI IBRAHIM REMEDE PHARMA SPA ,ALGERIE,6/25/2013,6/25/2013,Gé,F,24 MOIS,,
533,447/ 06 F 162 /14/19,06 F 162,BISOPROLOL FUMARATE,BISOPROLOL BEKER,COMP PELL SEC ,10MG ,B/30 ET B/90,LISTE I,HOP,OFF,,LABORATOIRES BEKER,ALGERIE,7/6/2014,7/6/2014,Gé,F,36 MOIS,,
534,447/ 06 F 267 /14,06 F 267,BISOPROLOL FUMARATE,BISOPROLOL BEKER,COMPRIME PELLICULE ,5MG ,B/30 ET B/90,Liste I,HOP,OFF,,LABORATOIRES BEKER,ALGERIE,6/8/2014,1/27/2019,Gé,F,36MOIS,,
535,470/ 06 F 162 /13/19,06 F 162,BISOPROLOL FUMARATE,BISOPROLOL MM,COMPRIME PELLICULE ,10MG ,B/30,Liste I,HOP,OFF,,MM (SARL LABORATOIRES MM),ALGERIE,1/13/2013,5/20/2019,Gé,F,36 MOIS,,
536,470/06 F 267/16,06 F 267,BISOPROLOL FUMARATE,BISOPROLOL MM,COMPRIME PELLICULE ,5MG,B/30,Liste I,HOP,OFF,,SARL LABORATOIRES MM ,ALGERIE,10/19/2016,10/19/2016,Gé,F,24MOIS,,
537,544 / 06 F 162 /18,06 F 162,BISOPROLOL FUMARATE,RIZOPROL,COMPRIME SECABLE ,10MG,B/30,Liste I,HOP,OFF,,WORLD MEDECINE LIMITED SARL,ALGERIE,8/20/2018,8/20/2018,Gé,F,24 MOIS,,
